Company Name,Average Anual Invoice,Average Anual value,Avg. Days diff,Avg. Item/Invoice,Distinct Item,Distinct Month,Gross Value HC,Inv-Pay gap,No. of Invoice,No. of Order,Pending Amount,Company Type
Company 1866,2,5052,,1,1,2,5052,58,2,2,,Private
Company 1867,1,2870,5,1,1,1,2870,,1,1,0,Private
Company 1868,2,238560,23.33333333,1.5,2,2,238560,71,2,2,0,Private
Company 1869,1,6615,,1,1,1,6615,,1,1,,Private
Company 1870,1,2538,,1,1,1,2538,,1,1,,Private
Company 1871,1,2940,,1,1,1,2940,,1,1,,Private
Company 1872,1,15043.5,,1,2,2,30087,292,2,2,,Private
Company 1873,1,30795,,1,1,1,30795,,1,1,,Private
Company 1874,1,2544,,1,1,1,2544,,1,1,,Private
Company 1875,1.333333333,116649.3667,24,1.5,6,3,349948.1,396.6666667,4,3,0,Private
Company 1876,2,6500.07,,1.5,3,1,6500.07,,2,2,,Private
Company 1877,3,58668.75,39,1,3,2,58668.75,12.5,3,3,0,Private
Company 1878,1,47798.3,113,1,1,1,47798.3,,1,1,0,Private
Company 1879,1,839253.24,9,2,5,3,2517759.72,381.5,3,5,0,Private
Company 1880,1,34177.5,4,1,1,2,68355,353,2,2,0,Private
Company 1881,3.75,42164.45,2.166666667,1.133333333,6,10,168657.8,85,15,14,0,Private
Company 1882,2,185814.79,,2,4,1,185814.79,,2,2,,Private
Company 1883,1,5340,,1,1,1,5340,,1,1,,Private
Company 1884,1,9364.015,,1,2,2,18728.03,72,2,2,,Private
Company 1885,1,13770,,1,1,1,13770,,1,1,,Private
Company 1886,1,201912.5,12.5,1.5,3,2,403825,505,2,3,0,Private
Company 1887,1,6655.9,,1,1,3,19967.7,533,3,4,,Private
Company 1888,1,26316,,1,1,1,26316,,1,1,,Private
Company 1889,2.75,26711.25,,1,1,10,106845,105,11,12,,Private
Company 1890,1,10550,2,1,1,1,10550,,1,1,0,Private
Company 1891,2,20036,13,1,2,1,20036,14,2,4,0,Private
Company 1892,1,12250.21,,1,1,1,12250.21,,1,1,,Private
Company 1893,1,57783,,1,1,1,115566,724,2,2,,Private
Company 1894,1,90842.55,,1,1,1,90842.55,,1,1,,Private
Company 1895,1,133560,62,3,3,1,133560,,1,1,0,Private
Company 1896,1,82878.75,2,1,1,1,82878.75,,1,1,20850,Private
Company 1897,2.4,578548.648,131.75,2.083333333,22,6,2892743.24,147.5555556,12,16,62730,Private
Company 1898,1,6258.715,,1,1,2,12517.43,442,2,1,,Public
Company 1899,1.666666667,14406.04,,2.6,6,3,43218.12,311.5,5,5,,Public
Company 1900,1.5,19647.125,,1,3,2,39294.25,504.5,3,3,,Public
Company 1901,1,26610.9,49,2,3,2,53221.8,382,2,2,0,Public
Company 1902,1.333333333,124404.0067,46.6,2,7,3,373212.02,447.5,4,4,0,Public
Company 1903,3,448674.74,119.5882353,1.666666667,13,5,1346024.22,119,9,15,1036584,Public
Company 1904,2.5,305868.3875,114.4,1.7,14,7,1223473.55,145.1111111,10,10,1549400,Public
Company 1905,2.5,2497895.31,143.6666667,4.8,22,3,4995790.62,519.5,5,6,3590048,Public
Company 1906,1,120177,60,5,4,1,120177,,1,1,0,Public
Company 1907,2.2,464607.954,75.15384615,1.636363636,17,8,2323039.77,122.8,11,10,2382747,Public
Company 1908,1,569.67,2,1,1,1,569.67,,1,1,0,Public
Company 1909,2.333333333,201954.7433,6.857142857,1.571428571,7,5,605864.23,218.1666667,7,6,0,Public
Company 1910,1,14280,4,1,1,1,14280,,1,1,0,Public
Company 1911,1,11370,18,1,1,1,11370,,1,1,0,Public
Company 1912,1.333333333,13137.92,,1,1,3,39413.76,300.6666667,4,5,,Public
Company 1913,1,11140.8,,1,1,1,11140.8,,1,1,,Public
Company 1914,2,5375,67,3,4,2,5375,52,2,2,36598.38,Public
Company 1915,1.333333333,58188.4,12.33333333,1.5,5,3,174565.2,371.6666667,4,3,0,Public
Company 1916,1,105505.6,210,1,1,1,105505.6,,1,1,0,Public
Company 1917,1,101124,298,1,1,1,101124,,1,1,0,Public
Company 1918,1,1402999.99,139,2,2,1,1402999.99,,1,3,0,Public
Company 1919,2.25,72278.7475,55.7,1.777777778,15,7,289114.99,172.875,9,10,836,Public
Company 1920,1,16268,,1,1,2,32536,211,2,2,,Public
Company 1921,1,13219.2,,1,1,1,13219.2,,1,1,,Public
Company 1922,4.75,1175599.888,8.166666667,2.210526316,23,7,4702399.55,61.66666667,19,24,0,Public
Company 1923,1,4830,3,1,1,1,4830,,1,1,0,Public
Company 1924,1,29600,44.66666667,1,2,2,59200,136,2,4,0,Public
Company 1925,1.5,59280.87,32,3.666666667,8,2,118561.74,604,3,3,0,Public
Company 1926,4.6,216262.746,9.666666667,1.565217391,12,10,1081313.73,66.90476191,23,23,0,Public
Company 1927,1,67681.565,32.75,1,2,2,135363.13,794,2,2,15625,Public
Company 1928,1,14737.69,,1,2,2,29475.38,295,2,2,,Public
Company 1929,1,1887000,42,2,2,1,1887000,,1,1,0,Public
Company 1930,1,216562.5,,1,1,1,216562.5,,1,1,,Public
Company 1931,1,18900,,1,1,1,18900,,1,1,,Public
Company 1932,1,7247.22,,1,1,1,7247.22,,1,1,,Public
Company 1933,1,7407.75,3,1,2,2,14815.5,260,2,5,0,Public
Company 1934,1,10183,2,1,1,2,30549,346,3,4,0,Public
Company 1935,1,9384,,1,1,1,9384,,1,2,,Public
Company 1936,1,25172.9,36,2,2,1,25172.9,,1,1,0,Public
Company 1937,1,2448,4,1,1,1,2448,,1,1,0,Public
Company 1938,2,118085.365,4,2,6,4,236170.73,138.6666667,4,5,0,Public
Company 1939,1,624153.5333,35,1.333333333,2,3,1872460.6,472,3,3,280385,Public
Company 1940,2,16142.76,,1,2,1,16142.76,5,2,2,,Public
Company 1941,2,777848,35,2,4,1,777848,16,2,2,0,Public
Company 1942,2,39748.44,,2,4,1,39748.44,,2,2,,Public
Company 1943,1.5,30286.7,,2,6,3,60573.4,133.5,3,3,,Public
Company 1944,1,132600,,1,1,1,132600,,1,1,,Public
Company 1945,1,19806.13,,2,2,1,19806.13,,1,1,,Private
Company 1946,1,4326.85,123,2,3,2,8653.7,223,2,2,0,Private
Company 1947,1,6375,,1,1,1,6375,,1,1,,Public
Company 1948,1,2290,198,1,1,1,2290,,1,1,0,Public
Company 1949,4,177480,33,1,1,2,177480,11.66666667,4,2,0,Public
Company 1950,1,9640.8,27.5,1,1,1,9640.8,,1,1,0,Partnership
Company 1951,1.333333333,15078,1,1,2,4,45234,217,4,4,0,Public
Company 1952,2,46855.32,,1.5,3,1,46855.32,,2,2,,Private
Company 1953,1,630000,8,1,1,1,630000,,1,3,315000,Partnership
Company 1954,2,64025.35,66,6,12,1,64025.35,,2,2,0,Public
Company 1955,2,49624.79,1,1,2,1,49624.79,,2,3,0,Private
Company 1956,1,47175,25,1,1,1,47175,,1,1,46175,Private
Company 1957,1.5,57676,,2.666666667,6,3,115352,637.5,3,4,,Private
Company 1958,1,2544,,1,1,1,2544,,1,1,,Private
Company 1959,1,2544,,1,1,1,2544,,1,1,,Private
Company 1960,1,7560,,1,1,1,7560,,1,1,,Private
Company 1961,1,16537.5,,1,1,1,16537.5,,1,1,,Private
Company 1962,1,2548,,1,1,1,2548,,1,1,,Private
Company 1963,3,353557.5,15.625,1.666666667,7,5,707115,58.2,6,4,0,Private
Company 1964,1,2532,,1,1,1,2532,,1,1,,Private
Company 1965,1,2415,,1,1,1,2415,,1,1,,Private
Company 1966,1,2520,,1,1,1,2520,,1,1,,Private
Company 1967,2,16288.38,,1,2,2,16288.38,13,2,2,,Private
Company 1968,1,5040,,1,1,1,5040,,1,1,,Private
Company 1969,5.4,123460.736,277.5454545,1.296296296,11,11,617303.68,60.13636364,27,28,1883,Private
Company 1970,3,30730,3,1,2,3,30730,73,3,2,7000,Private
Company 1971,1,22260,32,1,1,1,22260,,1,1,0,Private
Company 1972,1,166479,,1,1,1,166479,,1,1,,Private
Company 1973,1,2205,,2,1,1,2205,,1,1,,Private
Company 1974,1,32550,3,1,1,1,32550,,1,1,0,Private
Company 1975,1.5,18276.33,35,1,3,2,36552.66,881,3,3,0,Private
Company 1976,2,7612.5,,2,4,1,7612.5,5,2,1,,Private
Company 1977,2,135586.41,,3.5,7,1,135586.41,,2,4,,Private
Company 1978,5.25,119046.35,6.666666667,1.047619048,8,9,476185.4,118.75,21,22,0,Private
Company 1979,1,21420,,1,1,1,21420,,1,1,,Private
Company 1980,1,2775,,1,1,1,2775,,1,1,,Private
Company 1981,2,14731.5,,2,4,2,14731.5,31,2,2,,Private
Company 1982,1,29120,,3,2,1,29120,,1,1,,Private
Company 1983,3.25,104064.8825,21.53846154,1.153846154,9,10,416259.53,93.81818182,13,13,0,Private
Company 1984,1,22530.6,,4,4,1,22530.6,,1,1,,Private
Company 1985,5.5,444955.125,30.66666667,1.863636364,4,12,1779820.5,57.9,22,15,2730,Private
Company 1986,2.666666667,119468.3667,16.6,2,8,6,358405.1,170,8,8,0,Private
Company 1987,1,5407.5,2,1,1,1,5407.5,,1,1,0,Private
Company 1988,1,17799.51,7,1,1,1,17799.51,,1,1,0,Private
Company 1989,1,275900,5,1,1,1,275900,,1,2,135000,Private
Company 1990,1,24255,,2,2,1,24255,,1,1,,Private
Company 1991,2,76638.2,,1.5,3,1,76638.2,,2,2,,Private
Company 1992,1,145845,7,1,1,1,145845,,1,2,37800,Private
Company 1993,1.5,57560.485,51,3.333333333,6,2,115120.97,790,3,3,0,Private
Company 1994,1,2756.25,7,1,1,1,2756.25,,1,1,0,Private
Company 1995,2,4828.333333,2.5,1,1,5,14485,164.4,6,11,0,Private
Company 1996,1,284838,,2.5,5,2,569676,343,2,3,,Private
Company 1997,1,2241,,1,1,1,2241,,1,1,,Private
Company 1998,1,3412.5,,1,1,1,3412.5,,1,1,,Private
Company 1999,1,10860,,1,1,1,10860,,1,1,,Private
Company 2000,1.5,38390.94,31.75,1.333333333,4,3,76781.88,223.5,3,5,0,Private
Company 2001,1,5985,9.5,1,1,1,5985,,1,1,0,Private
Company 2002,1,19425,,2,2,1,19425,,1,1,,Private
Company 2003,2,96842.26,,5,9,1,96842.26,,2,2,,Private
Company 2004,1,112691.25,70,1,1,1,112691.25,,1,1,0,Private
Company 2005,1,69379.33333,26,1,1,2,208138,359,3,3,0,Private
Company 2006,1,2520,1,1,1,1,2520,,1,1,0,Private
Company 2007,1.333333333,101218.2533,5,1.25,4,3,303654.76,155.6666667,4,4,69858,Private
Company 2008,3.75,173385.485,52,1.466666667,22,10,693541.94,110,15,18,0,Private
Company 2009,1,16250,,1,1,1,16250,,1,1,,Private
Company 2010,1,324894.24,,2,2,1,324894.24,,1,4,,Private
Company 2011,2,97062.78,40,8,14,1,97062.78,,2,2,0,Private
Company 2012,1,5876.43,239,4,1,1,5876.43,,1,1,0,Private
Company 2013,1,4896,,1,1,1,4896,,1,1,,Private
Company 2014,2,97722.71667,94.83333333,4.166666667,12,4,293168.15,213.5,6,6,112268,Private
Company 2015,2,131060.53,204,6,12,1,131060.53,,2,2,0,Private
Company 2016,3.666666667,21860,1.8,1,1,7,65580,76.3,11,12,0,Private
Company 2017,4,23848.74,3.666666667,1.125,2,5,47697.48,46.83333333,8,7,0,Private
Company 2018,1,68115.6,44,2,2,1,68115.6,,1,1,68116,Private
Company 2019,1,2652,6,1,1,1,2652,,1,1,0,Private
Company 2020,2,117024,,1,2,2,117024,55,2,2,,Private
Company 2021,3,197607.15,12,1.333333333,6,4,395214.3,44.25,6,9,0,Private
Company 2022,1,10176,10.5,1,1,1,10176,,1,3,0,Private
Company 2023,1,6352.5,,1,1,1,6352.5,,1,1,,Private
Company 2024,1,1456.63,,1,2,2,2913.26,758,2,2,,Private
Company 2025,1,138847.5,,1,1,1,138847.5,,1,1,,Private
Company 2026,1,10546.8,25,1,1,1,10546.8,,1,1,0,Private
Company 2027,3.6,221661.092,14,1,3,9,1108305.46,80.41176471,18,16,0,Private
Company 2028,1,65280,,1,1,1,65280,,1,1,,Private
Company 2029,1,49681.015,26,1,1,2,99362.03,185,2,2,50141,Private
Company 2030,1,45639,106,3,3,1,45639,,1,1,0,Private
Company 2031,4,28908.25,12.28571429,1,2,10,115633,68.4,16,17,7280,Private
Company 2032,2,5827.5,,1,2,3,11655,33.33333333,4,4,,Private
Company 2033,1,2598,2,1,1,1,2598,,1,1,0,Private
Company 2034,2,25547.06667,,1,2,5,76641.2,119.8,6,6,,Private
Company 2035,1,10812,2,1,1,1,10812,,1,1,0,Private
Company 2036,2,155633.1,,1,2,1,155633.1,,2,2,,Private
Company 2037,1,3780,1.5,1,1,2,7560,310,2,3,0,Private
Company 2038,1,2730,,1,1,2,5460,309,2,3,,Private
Company 2039,1,15739.82,,1,2,2,31479.64,538,2,2,,Private
Company 2040,1,6251,,1,1,1,6251,,1,1,,Private
Company 2041,1,5364,3,1,1,1,5364,,1,1,0,Private
Company 2042,9.2,382432.81,98.825,1.673913043,38,11,1912164.05,31.65909091,46,53,706670.34,Private
Company 2043,1,2362.5,1,1,1,2,4725,294,2,2,0,Private
Company 2044,2,7560,,1,1,2,7560,67,2,2,,Private
Company 2045,1.5,22382.075,6.666666667,1.666666667,4,3,44764.15,177,3,3,1,Private
Company 2046,1,28755,42.5,2,2,1,28755,,1,1,1770,Private
Company 2047,1,10174.5,,1,1,1,10174.5,,1,1,,Private
Company 2048,1,3874.5,,1,1,1,3874.5,,1,1,,Private
Company 2049,2.8,135774.8,31.28571429,1.642857143,18,8,678874,120,14,17,0,Private
Company 2050,3,40530,,1,3,1,40530,15,3,2,,Private
Company 2051,1.5,20704.5,,1,1,3,41409,275,3,5,,Private
Company 2052,2,5202,,1,1,1,5202,1,2,2,,Private
Company 2053,1,2152.5,3,1,1,1,2152.5,,1,1,0,Private
Company 2054,1,4830,,1,1,1,4830,,1,1,,Private
Company 2055,2,7121.63,,1,2,1,7121.63,,2,2,,Private
Company 2056,1.5,4504.79,24.33333333,3.333333333,2,3,9009.58,300.5,3,3,0,Private
Company 2057,1,3850.5,,1,1,2,7701,468,2,2,,Private
Company 2058,1,2438,,1,1,1,2438,,1,1,,Private
Company 2059,1.5,21750,19.66666667,1.333333333,3,2,43500,207,3,3,0,Private
Company 2060,1,67814.86,16.5,1,2,1,135629.72,348,2,2,0,Private
Company 2061,2,7210.73,,1,2,1,7210.73,,2,2,,Private
Company 2062,1,5288,,1,1,1,5288,,1,1,,Private
Company 2063,1,2870,,1,1,1,2870,,1,1,,Private
Company 2064,1,2520,3,1,1,1,2520,,1,1,0,Private
Company 2065,1,38591.16,,1,1,1,38591.16,,1,1,,Private
Company 2066,2,37857.36,73.66666667,2,4,1,37857.36,,2,2,31058,Private
Company 2067,2,67612.185,225,3,12,2,135224.37,397,4,4,118140,Private
Company 2068,1,12867.75,3,1,1,1,12867.75,,1,1,0,Private
Company 2069,2,99068.46,,2,4,1,99068.46,,2,2,,Private
Company 2070,1,6179.8,,1,1,1,6179.8,,1,1,,Private
Company 2071,1,3150,,1,1,1,3150,,1,1,,Private
Company 2072,4,120410.73,,3,12,3,120410.73,110.6666667,4,4,,Private
Company 2073,4,41437.16,22.2,3.25,20,5,82874.32,58.16666667,8,9,0,Private
Company 2074,2,14683.76,1,1.5,3,2,29367.52,614,4,4,0,Private
Company 2075,4.5,246825.265,7.666666667,1,3,6,493650.53,99.6,9,9,0,Private
Company 2076,1,3955.916667,35,1,3,3,11867.75,559,3,4,0,Private
Company 2077,2.666666667,256900.98,28.5,1.5,5,5,770702.94,118.4,8,8,0,Private
Company 2078,1,86772.5,,1,2,2,173545,431,2,2,,Private
Company 2079,1,1015437.5,2,2,2,1,1015437.5,,1,1,50000,Private
Company 2080,4,186658.9367,7.333333333,3.583333333,22,7,559976.81,112,12,15,23874,Private
Company 2081,2,775108.5,103.5,1,2,2,775108.5,111,2,2,0,Private
Company 2082,1,26622,,1,1,1,26622,,1,1,,Private
Company 2083,1,16695,,1,1,1,16695,,1,1,,Private
Company 2084,1,2700,,1,1,1,2700,,1,1,,Private
Company 2085,1,21452.8,,1,1,1,21452.8,,1,1,,Private
Company 2086,1,3937.5,,1,1,1,3937.5,,1,1,,Private
Company 2087,1,3690.5,2,1,1,2,7381,658,2,2,0,Private
Company 2088,3.333333333,24605,4,1,2,8,73815,95.77777778,10,10,0,Private
Company 2089,1.5,380380,7,3,3,3,760760,58,3,4,0,Private
Company 2090,1,40740,21,3,3,1,40740,,1,3,0,Private
Company 2091,1,236460,,1,1,1,236460,,1,1,,Private
Company 2092,1,126067.92,,1,1,1,126067.92,,1,1,,Private
Company 2093,1,21393.23,45.5,1,1,1,21393.23,,1,1,21394,Private
Company 2094,3,26092.5,,1,2,2,26092.5,208,3,3,,Private
Company 2095,1,4213.5,124,1,1,1,4213.5,,1,1,0,Private
Company 2096,1,111926.64,,2,2,1,111926.64,,1,1,,Private
Company 2097,1,1036.61,,1,1,2,2073.22,487,2,3,,Private
Company 2098,1.75,66091.665,,1.428571429,7,4,264366.66,226.8333333,7,5,,Private
Company 2099,1,16275,23,1,1,1,16275,,1,1,3255,Private
Company 2100,2,3056,,1,1,1,3056,,2,4,,Private
Company 2101,1,70890,23,1,1,2,141780,494,2,2,0,Private
Company 2102,1,4725,,1,1,1,4725,,1,1,,Private
Company 2103,1.5,18453.75,3,1,3,3,36907.5,283.5,3,3,0,Private
Company 2104,2.5,12853.45,25.2,1.2,6,3,25706.9,91.5,5,5,0,Private
Company 2105,2,105312.9,,1,2,1,105312.9,9,2,3,,Private
Company 2106,1,2520,,1,1,1,2520,,1,2,,Private
Company 2107,2.5,52740,13,1,2,3,105480,280.5,5,4,0,Private
Company 2108,2,65310,1,1,1,2,65310,224,2,2,0,Private
Company 2109,2,25224.11,31,2.5,5,1,25224.11,,2,2,0,Private
Company 2110,2,42371.21,,1.5,3,1,42371.21,,2,2,,Private
Company 2111,2,41583.78,26,1.5,3,1,41583.78,,2,2,0,Private
Company 2112,3,42686.7,49,3,8,2,42686.7,21.5,3,5,0,Private
Company 2113,2,21594.155,36.25,1.25,5,2,43188.31,386,4,4,0,Private
Company 2114,1,22493.63,,1,1,1,22493.63,,1,1,,Private
Company 2115,1.5,334272.5,19,1,3,3,668545,239,3,4,0,Private
Company 2116,1,5880,,1,1,1,5880,,1,1,,Private
Company 2117,1.5,32526.455,19.66666667,1.666666667,4,2,65052.91,633,3,3,0,Private
Company 2118,1,5127.5,,2,2,1,5127.5,,1,1,,Private
Company 2119,1.5,102418.75,3,2,6,3,204837.5,268.5,3,3,0,Private
Company 2120,1,2520,,1,1,2,5040,524,2,2,,Private
Company 2121,1,164457.3,,1,1,1,164457.3,,1,1,,Private
Company 2122,1,110942.25,5.5,2,4,2,221884.5,125,2,13,0,Private
Company 2123,1,2520,2,1,1,1,2520,,1,1,0,Private
Company 2124,1,41087.52,,4,4,1,41087.52,,1,1,,Private
Company 2125,1,5040,,1,1,2,10080,191,2,3,,Public
Company 2126,2,81469.65667,11.25,1,2,5,244408.97,209.5,6,5,0,Public
Company 2127,2,92025,,1.5,2,2,92025,139,2,2,,Public
Company 2128,1,63079,,1,1,2,126158,579,2,2,,Public
Company 2129,1,72292.5,11,1,1,1,72292.5,,1,1,0,Public
Company 2130,2,20341.42,,1.5,3,1,20341.42,,2,2,,Public
Company 2131,1,13845.1,90,4.5,1,2,27690.2,779,2,2,356,Public
Company 2132,1,1150,,1,1,1,1150,,1,1,,Public
Company 2133,1,5040,,1,1,1,5040,,1,1,,Public
Company 2134,1,26515,16,1,1,1,26515,,1,1,0,Public
Company 2135,2,49742.73,11,1.5,3,1,49742.73,,2,4,0,Public
Company 2136,1.5,29229.375,,1,3,6,116917.5,168,6,6,,Public
Company 2137,1,3227.34,26,1,1,1,3227.34,,1,1,0,Public
Company 2138,1,77141.9,,1,1,1,77141.9,,1,1,,Public
Company 2139,1.333333333,143120,,1.75,7,3,429360,429.3333333,4,5,,Public
Company 2140,4,67850.4,,2,2,2,67850.4,7,4,4,,Public
Company 2141,1,25123,,1,1,2,50246,434,2,2,,Public
Company 2142,2.5,219124.535,27.75,1,4,4,438249.07,64.5,5,4,308338,Public
Company 2143,1,5775,,1,1,1,5775,,1,1,,Public
Company 2144,1,7033,,1,1,1,7033,,1,1,,Public
Company 2145,10,286829.61,4.111111111,1.1,24,12,1434148.05,29.69565217,50,55,33437,Public
Company 2146,3.5,51333.65,,1,2,4,102667.3,287.3333333,7,8,,Public
Company 2147,2,10427.4,,1,2,1,10427.4,,2,,,Public
Company 2148,2,118345.89,56.2,1,2,2,118345.89,33,2,3,119737,Public
Company 2149,1,55477.8,,1,1,1,55477.8,,1,1,,Public
Company 2150,1,24175.48667,20,2,5,3,72526.46,647.5,3,4,61004.8,Public
Company 2151,1,45360,,1,1,1,45360,,1,1,,Public
Company 2152,1,2520,,1,1,1,2520,,1,1,,Public
Company 2153,1,26041.88,,2,2,1,26041.88,,1,1,,Public
Company 2154,1.666666667,213153.5067,44.71428571,1.4,6,3,639460.52,155,5,6,2134,Public
Company 2155,1,71400,,1,1,1,71400,,1,1,,Public
Company 2156,1,17000.03,,5,5,1,17000.03,,1,1,,Public
Company 2157,1.333333333,151876.2,1,1.25,5,4,455628.6,163,4,5,87739,Public
Company 2158,1,2660,9,1,1,1,2660,,1,1,0,Public
Company 2159,2,0,,1,1,2,0,12,2,2,,Public
Company 2160,1,2520,5,1,1,1,2520,,1,1,0,Public
Company 2161,2.75,163738.795,21,2,14,7,654955.18,102.9,11,14,0,Public
Company 2162,1,236226.38,,1,1,1,236226.38,,1,1,,Public
Company 2163,2,115563,,2,4,2,115563,242,2,2,,Public
Company 2164,1.333333333,4084.81,38.66666667,1.75,1,3,12254.43,406.3333333,4,5,0,Public
Company 2165,4,334781.22,28.33333333,9,25,2,334781.22,313,4,4,84130,Public
Company 2166,1,14469,,2,2,1,14469,,1,1,,Public
Company 2167,1,22685,3,1,1,2,45370,832,2,2,0,Public
Company 2168,1,5916,15,1,1,1,5916,,1,2,22323,Public
Company 2169,3,535536.6533,75.07692308,1.111111111,5,5,1606609.96,154.8,9,11,1399313.3,Public
Company 2170,4,94911,30,1,3,6,189822,57.85714286,8,8,0,Public
Company 2171,1,232750,58.75,1.333333333,2,3,698250,393.5,3,3,4320,Public
Company 2172,2,14923.155,,1.25,3,2,29846.31,552.5,4,4,,Public
Company 2173,1,2370,,1,1,2,4740,327,2,2,,Public
Company 2174,1,30036.3,,3,3,1,30036.3,,1,1,,Public
Company 2175,1,2765,,1,1,1,2765,,1,1,,Public
Company 2176,2,7000.39,,1,2,1,7000.39,,2,2,,Public
Company 2177,1.333333333,451649.5367,50.25,2.75,11,4,1354948.61,185.3333333,4,4,0,Public
Company 2178,2,67728,43.83333333,3.5,4,2,67728,9,2,5,133179,Public
Company 2179,1,207495,9,1,1,1,207495,,1,1,52200,Public
Company 2180,1,13687.5,,1,1,1,13687.5,,1,1,,Public
Company 2181,1,4622.5,,1,1,1,4622.5,,1,1,,Public
Company 2182,2,0,4.5,6,6,1,0,1,2,4,514678,Public
Company 2183,3,174051.5,79,1,3,2,174051.5,31,3,5,20000,Public
Company 2184,1,12400.75,,2,3,2,24801.5,413,2,2,,Public
Company 2185,2.5,115989.265,14,1,3,3,231978.53,66.5,5,5,0,Public
Company 2186,2,38760,,1.5,4,3,77520,588,4,3,,Public
Company 2187,1.5,7479,1,1,1,2,14958,351.5,3,4,0,Public
Company 2188,2,12652.5,,1.5,2,2,12652.5,98,2,2,,Public
Company 2189,1.5,57630,,1,1,3,115260,168,3,3,,Public
Company 2190,2,62674.5,,1.5,3,2,62674.5,63,2,2,,Public
Company 2191,1,10378.5,,1,1,1,10378.5,,1,1,,Public
Company 2192,1,2205,,1,1,1,2205,,1,1,,Public
Company 2193,1,27461.55,2,3,5,2,54923.1,244,2,2,0,Public
Company 2194,1,998385,143,5,5,1,998385,,1,1,0,Public
Company 2195,1.666666667,239357.99,50.16666667,5,15,5,718073.97,135.5,5,5,0,Public
Company 2196,3.5,873867.05,79.875,3.642857143,12,7,3495468.2,122.2727273,14,18,177408,Public
Company 2197,2.333333333,2001398.967,79.625,1.142857143,6,4,6004196.9,120.4,7,6,1055611,Public
Company 2198,3,526368.96,64.63636364,3.888888889,8,7,1579106.88,84,9,9,0,Public
Company 2199,1,53550,82,1,1,1,53550,,1,1,0,Public
Company 2200,8.333333333,3785749.46,31.23076923,1,3,12,11357248.38,28.33333333,25,25,5516500,Public
Company 2201,7,3151988.253,16,1,2,12,9455964.76,66.5,21,21,5605130.98,Public
Company 2202,1.333333333,18227,74,1.25,2,4,54681,338.6666667,4,4,0,Public
Company 2203,3,1727390.88,50.41935484,1,1,3,1727390.88,27,3,15,8023005.7,Public
Company 2204,2,13090.5,2.428571429,1,2,4,39271.5,160.6,6,6,0,Public
Company 2205,1.5,7440.75,3.5,1,1,3,14881.5,535.5,3,4,0,Public
Company 2206,2,96054,2,1,2,2,96054,81,2,2,0,Public
Company 2207,2.4,117383.48,11,2.083333333,16,8,586917.4,106.5454545,12,14,25584,Public
Company 2208,1.5,6052.5,,1,2,3,12105,318,3,3,,Public
Company 2209,2.5,428016.5,8.333333333,1,3,3,856033,162.6666667,5,4,0,Public
Company 2210,13,7646673.086,168.52,3.507692308,218,12,38233365.43,29.10204082,65,89,82673754,Public
Company 2211,2.2,408080.718,186.7692308,1.363636364,13,6,2040403.59,157.1111111,11,14,1184608,Public
Company 2212,2,25342,,1,1,2,25342,360,2,2,,Public
Company 2213,4.5,266067,13.66666667,1,1,6,532134,47.75,9,9,0,Public
Company 2214,2,251075.32,,1,2,1,251075.32,10,2,2,,Public
Company 2215,2,10176,14,1,1,2,10176,28,2,4,1557,Public
Company 2216,1,56935.54667,21.66666667,1.333333333,3,3,170806.64,377,3,3,0,Public
Company 2217,1,5556,,1,1,1,5556,,1,1,,Public
Company 2218,1,3002,12.5,1,1,1,3002,,1,1,0,Public
Company 2219,1,80960.93,,1,1,1,80960.93,,1,1,,Private
Company 2220,1.666666667,66330.26,29.25,1.6,7,4,198990.78,248.5,5,7,8591.7,Private
Company 2221,1,14673.92,13,1,1,1,14673.92,,1,1,14521,Private
Company 2222,1,32025,,1,1,1,32025,,1,1,,Private
Company 2223,1,13634,,1,1,3,40902,477.5,3,3,,Private
Company 2224,1,23100,11,2,2,1,23100,,1,1,0,Private
Company 2225,1,8211,125,1,1,1,8211,,1,1,0,Private
Company 2226,3.25,204349.625,37.66666667,2.692307692,6,8,817398.5,113.4545455,13,15,223993,Private
Company 2227,3.8,460314.196,65.60869565,1.315789474,20,9,2301570.98,94.13333333,19,23,0,Private
Company 2228,1,24806.4,23,1,1,1,24806.4,,1,1,12160,Private
Company 2229,1,7038,7,1,1,1,7038,,1,1,0,Private
Company 2230,1,2415,3,1,1,1,2415,,1,1,0,Private
Company 2231,1,2397.5,,1,1,1,2397.5,,1,1,,Private
Company 2232,3,135380.1,,1.666666667,5,3,135380.1,129,3,5,,Private
Company 2233,2,22900.62667,36,1,3,5,68701.88,206,6,7,0,Private
Company 2234,1,455122.5,,3,5,2,910245,539,2,2,,Private
