Company Name,Average Anual Invoice,Average Anual value,Avg. Days diff,Avg. Item/Invoice,Distinct Item,Distinct Month,Gross Value HC,Inv-Pay gap,No. of Invoice,No. of Order,Pending Amount,Company Type
Company 1488,1,68655,,1,1,1,68655,,1,2,,Private
Company 1489,2.5,243189.18,13.16666667,2.6,5,3,486378.36,35.25,5,4,15518,Private
Company 1490,1.666666667,2493928.9,27.2,1,1,4,7481786.7,116,5,4,1252800,Private
Company 1491,1,64960.8,26,1.5,3,2,129921.6,657,2,2,0,Private
Company 1492,2.5,49096.53,3,1,1,3,98193.06,140.3333333,5,4,13414,Private
Company 1493,1.5,98427.39,51.33333333,1.666666667,5,3,196854.78,201,3,6,17700,Private
Company 1494,2.25,49773.1375,,1.111111111,3,6,199092.55,115,9,9,,Private
Company 1495,2.75,79800.72,4,1.181818182,7,9,319202.88,98.4,11,13,0,Private
Company 1496,1,28600,,2,2,1,28600,,1,1,,Private
Company 1497,1,50407.38,6,2,2,1,50407.38,,1,1,0,Private
Company 1498,1,42393.75,,3,5,2,84787.5,257,2,1,,Private
Company 1499,1.5,47059.86,39.8,1,2,2,94119.72,405,3,5,0,Private
Company 1500,2,46002,,1.5,3,1,46002,16,2,1,,Private
Company 1501,1.333333333,81943.4,,1,1,3,245830.2,314.6666667,4,5,,Private
Company 1502,1,2720,,1,1,1,2720,,1,1,,Private
Company 1503,3,146895,34,1.666666667,7,5,293790,161,6,8,0,Private
Company 1504,2.5,432227.64,10.66666667,1.2,7,8,1728910.56,140,10,10,461337,Private
Company 1505,1,122263.185,,2.5,5,2,244526.37,694,2,2,,Private
Company 1506,1.5,25410,,1,1,3,50820,101,3,3,,Private
Company 1507,1,2520,4.5,1,1,1,5040,369,2,2,0,Private
Company 1508,1,8925,,1,1,1,8925,,1,1,,Private
Company 1509,1,4760,5.5,1.333333333,3,3,14280,212,3,3,0,Private
Company 1510,1,20045,,1,1,1,20045,,1,1,,Private
Company 1511,1,158198.25,49.66666667,5.5,11,2,316396.5,417,2,2,0,Private
Company 1512,1.25,97257.7125,78,1,4,4,389030.85,355.75,5,5,7501929,Private
Company 1513,1,6300,,1,1,1,6300,,1,1,,Private
Company 1514,2,7871.5,4.666666667,1,1,6,23614.5,253,6,8,0,Private
Company 1515,1,4998,7,1,1,1,4998,,1,1,0,Private
Company 1516,2,114708.93,22.8,1.5,6,3,229417.86,144,4,4,0,Private
Company 1517,4,262638.5,19.84615385,1,2,2,262638.5,78.5,4,4,0,Private
Company 1518,1,29946,7,1,1,1,29946,,1,1,0,Private
Company 1519,7.4,218643.656,11.32352941,1.081081081,13,11,1093218.28,44.32258065,37,43,129709,Private
Company 1520,1,10710,6,1,1,1,10710,,1,1,0,Private
Company 1521,1.5,1770452.965,104.5,11.33333333,34,2,3540905.93,137,3,2,1812237,Private
Company 1522,1.5,190923.725,9.25,1,3,2,381847.45,294,3,3,177775,Private
Company 1523,1,48450,,1,1,1,48450,,1,1,,Private
Company 1524,2,239655.57,26,7,14,3,479311.14,115.6666667,4,6,79267,Private
Company 1525,1,288518,,1,1,1,288518,,1,1,,Private
Company 1526,1,2940,,1,1,1,2940,,1,1,,Private
Company 1527,2,4382,,1,2,2,4382,35,2,1,,Private
Company 1528,2,68289,,4.5,6,2,68289,91,2,2,,Private
Company 1529,1,50362.5,,2,2,1,50362.5,,1,1,,Private
Company 1530,1,2625,,1,1,1,2625,,1,1,,Private
Company 1531,1,50112,57.16666667,1,1,1,50112,,1,5,25995,Private
Company 1532,1,16669,4,1,1,1,16669,,1,1,0,Private
Company 1533,1,12490,1.5,1,1,1,12490,,1,1,0,Private
Company 1534,2,6559.2,7.5,1,1,2,6559.2,79,2,2,0,Private
Company 1535,2,14385,44.5,1,1,2,14385,54,2,2,0,Private
Company 1536,1,2520,,1,1,1,2520,,1,1,,Private
Company 1537,1,2520,,1,1,1,2520,,1,1,,Private
Company 1538,1.5,55230.125,,1.666666667,5,1,110460.25,369,3,5,,Private
Company 1539,4.6,1021048.246,69.41935484,2.173913043,49,9,5105241.23,68.55,23,30,2998300,Private
Company 1540,1,50719.35,48.66666667,2,2,1,50719.35,,1,1,0,Private
Company 1541,2,28770,,1,2,1,28770,1,2,2,,Private
Company 1542,1,3937.5,,1,1,1,3937.5,,1,2,,Private
Company 1543,1,15261.25,,1,2,2,30522.5,225,2,2,,Private
Company 1544,2,37558,9,3,3,2,37558,54,2,3,18115,Private
Company 1545,1,19838.44,2,1,2,2,39676.88,519,2,3,0,Private
Company 1546,1.5,41572.095,229,2.666666667,6,3,83144.19,133.5,3,3,0,Private
Company 1547,1,14973,47,1,1,1,14973,,1,1,0,Private
Company 1548,2,13132.39,50.4,1.666666667,5,3,39397.17,237.75,6,6,0,Private
Company 1549,1.5,26439,1,2,5,3,52878,252.5,3,3,0,Private
Company 1550,1.666666667,908544,75.33333333,1.8,7,3,2725632,242.5,5,6,14755,Private
Company 1551,1,11652.5,8,1.5,2,2,23305,697,2,2,0,Private
Company 1552,2,26798.63,,1,2,1,26798.63,,2,2,,Private
Company 1553,1.5,45404.265,,2,4,1,90808.53,1082,3,3,,Private
Company 1554,2,39774.03,35,1,2,1,39774.03,,2,2,0,Private
Company 1555,1,53025,2,2,2,1,53025,,1,,0,Private
Company 1556,1,65257.5,,2,2,1,65257.5,,1,1,,Private
Company 1557,1,5124.74,,7,1,1,5124.74,,1,1,,Private
Company 1558,2,35168.2,,1,2,1,35168.2,,2,2,,Private
Company 1559,2,8128.13,23.33333333,3.5,2,2,8128.13,25,2,2,0,Private
Company 1560,1,6562.5,1,1,1,1,6562.5,,1,1,0,Private
Company 1561,1,9134.85,6.5,11,1,1,9134.85,,1,1,0,Private
Company 1562,1,6615,1053,1,1,1,6615,,1,1,162200,Private
Company 1563,1,18107,3,1,1,1,18107,,1,1,0,Private
Company 1564,2,32753,5,1.5,4,4,65506,114,4,4,0,Private
Company 1565,1,2479,4,1,1,2,4958,886,2,2,0,Private
Company 1566,1,2720,,1,1,1,2720,,1,1,,Private
Company 1567,2,44480.16,,1.5,2,2,44480.16,104,2,2,,Private
Company 1568,3.333333333,334042.74,29.05263158,2.4,22,6,1002128.22,182.8333333,10,26,298964,Private
Company 1569,8.75,888120.665,46.42857143,1.742857143,37,7,3552482.66,65.22727273,35,36,2503105,Public
Company 1570,5.666666667,814999.2133,33.78571429,1.352941176,17,6,2444997.64,59.5,17,23,172129.6,Public
Company 1571,2.333333333,68362,14.88888889,1.142857143,4,5,205086,140.8333333,7,9,0,Public
Company 1572,2,13610.5,,1.5,3,2,13610.5,181,2,2,,Public
Company 1573,1,40886,,1,1,1,40886,,1,1,,Public
Company 1574,3,294278.24,6.75,1.466666667,10,8,1471391.2,123.7272727,15,19,2938,Public
Company 1575,1,25092,11,1,1,1,25092,,1,1,0,Public
Company 1576,1,2520,,1,1,1,2520,,1,1,,Public
Company 1577,1,22260,,1,1,1,22260,,1,1,,Public
Company 1578,1.75,42250.5775,1,1,3,3,169002.31,397,7,7,293,Private
Company 1579,2,2113391.268,88.21428571,1.5,10,7,8453565.07,192.8571429,8,10,24478883,Public
Company 1580,1,82870.02,2,2,2,1,82870.02,,1,4,21000,Public
Company 1581,1,9030,,1,1,1,9030,,1,3,,Public
Company 1582,1.666666667,23104.4,,1.2,4,5,69313.2,127.75,5,6,,Public
Company 1583,1,2600,,1,1,1,2600,,1,1,,Public
Company 1584,2,45898.125,40,1,3,4,91796.25,247.6666667,4,4,0,Public
Company 1585,1,24637.5,,1,2,2,49275,676,2,6,,Public
Company 1586,2,17400,,1,1,2,17400,111,2,2,,Public
Company 1587,1.5,83241.4475,,1,4,5,332965.79,210,6,6,,Public
Company 1588,1,12600,,2,2,1,12600,,1,1,,Public
Company 1589,1.5,21874.17,11,1.333333333,3,2,43748.34,792,3,3,0,Public
Company 1590,7,160611.14,9,4.714285714,23,2,160611.14,70,7,7,0,Public
Company 1591,1,3013.5,,1,1,1,3013.5,,1,1,,Public
Company 1592,2,52683,2.5,1,2,2,105366,89.5,4,7,0,Public
Company 1593,1,41503.8,,1,1,1,41503.8,,1,1,,Public
Company 1594,1.5,1011.24,1,1,1,2,2022.48,60,3,3,112.24,Public
Company 1595,4,32670,34,1,1,3,32670,22.33333333,4,8,0,Public
Company 1596,1,7192.5,2.333333333,1,1,3,21577.5,306,3,5,0,Public
Company 1597,2.8,242184.716,7.25,1,5,6,1210923.58,128.2,14,21,20000,Public
Company 1598,2.5,192867.0625,29.69230769,2.5,19,5,771468.25,91.11111111,10,17,544.06,Public
Company 1599,2.5,14749.23,41.75,2.2,2,4,29498.46,259,5,6,0,Public
Company 1600,1,47281.5,,1,1,1,47281.5,,1,1,,Public
Company 1601,1,6375,12,1,1,1,6375,,1,1,0,Public
Company 1602,4.666666667,97113.53333,38.5,1.214285714,12,9,291340.6,106.6153846,14,14,0,Public
Company 1603,1,344137.5,,1,1,1,344137.5,,1,1,,Public
Company 1604,2,150134.04,,1,2,1,150134.04,,2,2,,Public
Company 1605,1,355385.005,49.42857143,4.25,16,3,1421540.02,326.6666667,4,5,12701,Public
Company 1606,2,63842.31,1.5,1.5,2,2,63842.31,59,2,2,0,Public
Company 1607,2,44415.63,,1,2,2,44415.63,118,2,4,,Public
Company 1608,4,30938.25,14.71428571,1,8,2,61876.5,281,8,8,0,Public
Company 1609,1,156992.63,,1,1,1,156992.63,,1,1,,Public
Company 1610,1,24838.12,,2,3,2,49676.24,356,2,5,,Public
Company 1611,1,194932.5,36,2,2,1,194932.5,,1,,0,Public
Company 1612,2.5,61377.41,39,6.4,25,3,122754.82,85.25,5,5,1527,Public
Company 1613,1,5482.5,4.5,1,1,2,10965,427,2,3,0,Public
Company 1614,1,72795,,1,1,1,72795,,1,1,,Public
Company 1615,2,93870,19.5,1,2,3,187740,182,4,3,0,Public
Company 1616,1,2586.5,1,1,1,2,5173,872,2,2,0,Public
Company 1617,1,2532,,1,1,1,2532,,1,1,,Public
Company 1618,1,25223.07,41,2,2,1,25223.07,,1,1,0,Public
Company 1619,1,7810.02,,1,1,1,7810.02,,1,1,,Public
Company 1620,1,25515,,1,1,1,25515,,1,1,,Public
Company 1621,1.5,20094,10.5,1.666666667,5,2,40188,177,3,4,8670,Public
Company 1622,2.8,159629.44,30.52631579,1.214285714,14,9,798147.2,102.2307692,14,25,0,Public
Company 1623,1,5096,,1,1,1,5096,,1,1,,Public
Company 1624,2,22731.89,3,1,1,2,22731.89,176,2,2,0,Public
Company 1625,2,265302,,1,1,2,265302,69,2,2,,Public
Company 1626,1,60475.98,4,1,1,1,60475.98,,1,1,0,Public
Company 1627,1,942480,,3,3,1,942480,,1,1,,Public
Company 1628,1,11496.98,,1,1,1,11496.98,,1,1,,Public
Company 1629,1,87720,35,1,1,1,87720,,1,1,0,Public
Company 1630,1,38850,,1,1,1,38850,,1,1,,Public
Company 1631,1,24480,6,1,1,1,24480,,1,1,0,Public
Company 1632,1,83550.6,,4,4,1,83550.6,,1,1,,Public
Company 1633,1.666666667,64697.85,1.5,1.6,5,5,194093.55,114.75,5,4,0,Public
Company 1634,1,148807.8,,3,3,1,148807.8,,1,1,,Public
Company 1635,1.333333333,55543.26,1,2.25,5,3,166629.78,255.6666667,4,4,0,Public
Company 1636,1.333333333,232645.34,33,3.25,13,3,697936.02,560,4,4,297936,Public
Company 1637,1,19318.5,,1,1,1,19318.5,,1,1,,Public
Company 1638,3,112097.9675,11.33333333,1,4,5,448391.87,201.3333333,12,13,29185,Public
Company 1639,1,2415,8,1,1,1,2415,,1,1,0,Public
Company 1640,6,255446.0625,6.428571429,1.083333333,5,10,1021784.25,83.46666667,24,24,0,Public
Company 1641,2,25046.5,21,1,2,2,25046.5,155,2,2,0,Public
Company 1642,1,31460,,1,1,1,31460,,1,1,,Public
Company 1643,1,28612.5,,2,1,1,28612.5,,1,1,,Public
Company 1644,1,9974.6,,1,1,1,9974.6,,1,1,,Public
Company 1645,1,6279,,1,1,1,6279,,1,1,,Public
Company 1646,1,5064,,1,1,1,5064,,1,1,,Public
Company 1647,1,39225.63,8,1,2,2,78451.26,556,2,2,0,Public
Company 1648,1,44956.25,3,1,2,2,89912.5,1093,2,2,18450,Public
Company 1649,1.5,19961.97,3,1,3,3,39923.94,383.5,3,3,0,Public
Company 1650,1,15750,5,1,1,1,15750,,1,1,0,Public
Company 1651,1,20748,,1,1,1,20748,,1,2,,Public
Company 1652,1.333333333,268586.4,30.4,1,3,2,805759.2,359.6666667,4,5,0,Public
Company 1653,1.4,141548.966,,1,6,7,707744.83,220.8333333,7,12,,Public
Company 1654,2.75,13739.435,15,2.363636364,1,7,54957.74,128,11,12,0,Public
Company 1655,1.5,114557.88,74.4,5,15,2,229115.76,452,3,6,3080997,Public
Company 1656,1.5,233567.25,31.16666667,1.333333333,3,3,467134.5,333,3,4,0,Public
Company 1657,13.2,286610.802,41.7,3.348484848,82,9,1433054.01,50.03448276,66,69,3388,Public
Company 1658,3,242332.09,22.44444444,2,13,7,726996.27,81.25,9,18,76898,Public
Company 1659,5,1020000,4,2,2,1,1020000,,5,5,0,Public
Company 1660,1.6,88287.388,4,1,3,5,441436.94,205.1666667,8,9,0,Public
Company 1661,1,997.5,,1,1,1,997.5,,1,2,,Public
Company 1662,1,24648.75,5,1,1,2,49297.5,319,2,2,0,Public
Company 1663,1,161700,,1.5,3,2,323400,28,2,2,,Public
Company 1664,22,619594.846,45.95555556,1.627272727,38,12,3097974.23,22.66666667,110,116,0,Public
Company 1665,1,4620,,1,1,1,4620,,1,1,,Public
Company 1666,2.666666667,34719.83333,6.75,1.125,6,4,104159.5,154.2857143,8,6,7717,Public
Company 1667,1,534968,52,1.666666667,5,3,1604904,225,3,3,0,Public
Company 1668,7.8,862875.192,9.9375,1.230769231,20,12,4314375.96,41.85294118,39,41,0,Public
Company 1669,1,73170.84,3,1,1,1,73170.84,,1,1,18495,Public
Company 1670,3.333333333,292873.8133,6.222222222,2.6,16,7,878621.44,98.66666667,10,14,0,Public
Company 1671,1,27562.5,1,1,1,2,55125,295,2,2,0,Public
Company 1672,2.75,106745.7875,1.75,1.181818182,6,7,426983.15,141.1,11,10,0,Public
Company 1673,1,22297.2,,2,2,1,22297.2,,1,1,,Public
Company 1674,1,52772.5,,1,1,1,52772.5,,1,1,,Public
Company 1675,1,3412.5,,1,1,1,3412.5,,1,1,,Public
Company 1676,1.333333333,28255.7,5,1.5,4,4,84767.1,184,4,4,0,Public
Company 1677,1,63770.4,1,1,1,2,127540.8,238,2,4,0,Public
Company 1678,2,69189.66,3,2,4,1,69189.66,,2,2,0,Public
Company 1679,2,45669.625,,1.25,4,4,91339.25,211,4,6,,Public
Company 1680,3.2,102602.892,5,1.1875,13,8,513014.46,88.71428571,16,23,0,Public
Company 1681,1,2346,1,1,1,1,2346,,1,1,0,Public
Company 1682,1,29260.23,22,1.5,3,1,58520.46,377,2,4,0,Public
Company 1683,1,5279.25,77.5,2.5,1,2,10558.5,449,2,2,0,Public
Company 1684,2,162551,40,5.5,11,1,162551,5,2,1,11766,Public
Company 1685,1,6520.8,,1,1,1,6520.8,,1,1,,Public
Company 1686,1,5197.5,,1,1,1,5197.5,,1,1,,Public
Company 1687,2,25153.904,44,2.5,9,6,125769.52,173.125,10,10,0,Public
Company 1688,2,68690,,1,1,2,68690,119,2,2,,Public
Company 1689,1,71843.7,,2,2,1,71843.7,,1,1,,Public
Company 1690,3,1946230.63,230.2,6.222222222,55,4,5838691.89,160.4,9,9,4915236,Public
Company 1691,2,140016.25,3,2.5,5,2,140016.25,42,2,2,12000,Public
Company 1692,3.5,520259.75,21.16666667,1.357142857,7,7,2081039,91.16666667,14,20,1100486,Public
Company 1693,1.333333333,22192.02,22.5,1.5,5,2,66576.06,191.6666667,4,7,0,Public
Company 1694,1,21999.95,,1,1,1,21999.95,,1,1,,Public
Company 1695,2,52184.475,12.33333333,1.25,3,3,104368.95,422,4,5,21611,Public
Company 1696,2,5440,,1,1,2,5440,253,2,2,,Public
Company 1697,1,7507.5,10.5,1,1,2,15015,259,2,2,0,Public
Company 1698,2.5,384651.58,13,3.8,4,5,769303.16,166.25,5,5,125694,Public
Company 1699,1.5,2112275.2,22,1.666666667,5,2,4224550.4,313,3,3,2005500,Public
Company 1700,19.6,649171.296,19.53205128,1.214285714,16,12,3245856.48,17.28048781,98,141,0,Public
Company 1701,1,20469.995,57.66666667,2.5,5,2,40939.99,407,2,4,0,Public
Company 1702,1.333333333,12810.66667,11,1,1,4,38432,420.3333333,4,5,0,Public
Company 1703,2.333333333,52253,37.22222222,1.571428571,7,4,156759,188.1666667,7,9,0,Public
Company 1704,1,2520,,1,1,1,2520,,1,1,,Public
Company 1705,2,26250,73.5,1,2,1,26250,1,2,1,0,Public
Company 1706,1,1948.17,,1,2,2,3896.34,407,2,2,,Public
Company 1707,1,2600,,1,1,1,2600,,1,1,,Public
Company 1708,1,4620,,1,1,1,4620,,1,1,,Public
Company 1709,1,5460,,1,1,1,5460,,1,1,,Public
Company 1710,1,2670,,1,1,1,2670,,1,1,,Public
Company 1711,1,4642,,1,1,1,4642,,1,1,,Public
Company 1712,1,2538,,1,1,1,2538,,1,1,,Public
Company 1713,1,2438,,1,1,1,2438,,1,1,,Private
Company 1714,1,2520,,1,1,1,2520,,1,1,,Private
Company 1715,2,28707.88,14,1,2,1,28707.88,,2,2,0,Private
Company 1716,1,6037.5,,1,1,1,6037.5,,1,1,,Private
Company 1717,1,6300,1,1,1,1,6300,,1,1,0,Private
Company 1718,1,23508.45,,1,1,1,23508.45,,1,1,,Private
Company 1719,1,18403.2,,1,1,1,18403.2,,1,1,,Private
Company 1720,2,9762.84,,1.5,3,1,9762.84,,2,2,,Private
Company 1721,1,5400,,1,1,1,5400,,1,1,,Private
Company 1722,1,2730,,1,1,1,2730,,1,1,,Private
Company 1723,1,6125,,1,1,1,6125,,1,1,,Private
Company 1724,1,2385,2,1,1,1,2385,,1,1,0,Private
Company 1725,1,2205,,1,1,1,2205,,1,1,,Private
Company 1726,1,2397.5,,1,1,1,2397.5,,1,1,,Private
Company 1727,1,2400.25,2,1,1,2,4800.5,813,2,2,0,Private
Company 1728,1,4820,,1,1,1,4820,,1,1,,Private
Company 1729,2,14742,3,1,1,1,14742,,2,2,0,Private
Company 1730,1,40950,,4,4,1,40950,,1,1,,Private
Company 1731,3,33590,,2,6,2,33590,31,3,3,,Private
Company 1732,1.5,3780,5.5,1,1,2,7560,145.5,3,3,0,Private
Company 1733,1,11970,14,1,1,1,11970,,1,1,0,Private
Company 1734,1,2520,,1,1,1,2520,,1,1,,Private
Company 1735,2,9949.59,,1.5,3,1,9949.59,,2,2,,Private
Company 1736,1,2467.5,,1,1,1,2467.5,,1,1,,Private
Company 1737,1,6425.035,,1,1,2,12850.07,438,2,2,,Private
Company 1738,1,2544,,1,1,1,2544,,1,1,,Private
Company 1739,1,13230,,1,1,1,13230,,1,1,,Public
Company 1740,1,2677.5,,1,1,1,2677.5,,1,1,,Public
Company 1741,1,2765,,1,1,1,2765,,1,1,,Public
Company 1742,1,2294.25,,1,1,1,2294.25,,1,1,,Public
Company 1743,2,0,,1,1,1,0,26,2,2,,Public
Company 1744,1,2100,,1,1,1,2100,,1,1,,Public
Company 1745,1,1837.5,,1,1,1,1837.5,,1,1,,Public
Company 1746,1,2205,,1,1,1,2205,,1,1,,Public
Company 1747,1,20948.03,,1,1,1,20948.03,,1,2,,Public
Company 1748,1,3003,11,1,1,1,3003,,1,1,0,Public
Company 1749,3,2570.4,,1,1,3,2570.4,114,3,3,,Public
Company 1750,1,4462.5,,1,1,1,4462.5,,1,1,,Public
Company 1751,1,2397.5,,1,1,1,2397.5,,1,1,,Public
Company 1752,1,20475,,1,1,1,20475,,1,1,,Public
Company 1753,1,8925,,1,1,1,8925,,1,1,,Public
Company 1754,1,18900,3,1,1,1,18900,,1,1,0,Public
Company 1755,1,7350,,5,5,1,7350,,1,1,,Public
Company 1756,1,2625,4,1,1,1,2625,,1,1,0,Public
Company 1757,1,10510.5,,1,1,1,10510.5,,1,1,,Public
Company 1758,1,2538,,1,1,1,2538,,1,1,,Public
Company 1759,1,10587.5,,1,1,1,10587.5,,1,1,,Public
Company 1760,1,2870,,1,1,1,2870,,1,1,,Public
Company 1761,1,2765,3,1,1,1,2765,,1,1,0,Public
Company 1762,1,698.25,,1,1,1,698.25,,1,1,,Public
Company 1763,1,2045.4,,1,1,1,2045.4,,1,1,,Public
Company 1764,1,4958.5,,1,1,1,4958.5,,1,1,,Public
Company 1765,3,87023.6,,1,1,3,87023.6,74,3,4,,Public
Company 1766,1,2538,,1,1,1,2538,,1,1,,Public
Company 1767,1,2544,,1,1,1,2544,,1,1,,Public
Company 1768,1.5,25384.94,6,1.666666667,4,3,50769.88,298,3,3,0,Public
Company 1769,1,46662,27,3,3,1,46662,,1,1,44440,Public
Company 1770,1,2520,,1,1,1,2520,,1,1,,Public
Company 1771,1,2360,,1,1,1,2360,,1,1,,Public
Company 1772,1,18942,20,1.666666667,4,3,56826,301.5,3,7,0,Public
Company 1773,1,10570,,1,2,2,21140,249,2,2,,Public
Company 1774,1.75,50198.75,15.28571429,1,2,6,200795,155.5,7,6,0,Public
Company 1775,1,2438,7,1,1,1,2438,,1,1,1372,Public
Company 1776,1,36210,,1,1,1,36210,,1,1,,Public
Company 1777,1,17325,1,1,1,1,17325,,1,1,0,Public
Company 1778,1,59999.97,36,1,1,1,59999.97,,1,3,0,Public
Company 1779,1,92999.66,8,2,2,1,92999.66,,1,2,0,Public
Company 1780,1,18515.25,,1,1,1,18515.25,,1,1,,Public
Company 1781,1.333333333,5972.08,7.333333333,1,3,4,17916.24,299,4,4,0,Public
Company 1782,1,100980,,1,1,1,100980,,1,1,,Public
Company 1783,3,11635,,1,2,3,11635,170,3,3,,Public
Company 1784,3.5,10890.395,,1,2,5,21780.79,76.83333333,7,7,,Public
Company 1785,1,2700,,1,1,1,2700,,1,2,,Public
Company 1786,1,18239.29,,1,1,1,18239.29,,1,1,,Private
Company 1787,1,54131.7,,1,1,1,54131.7,,1,1,,Private
Company 1788,1.666666667,171854,30,2,9,5,515562,223.5,5,4,0,Public
Company 1789,1.5,22233.75,1.333333333,1,2,3,44467.5,82,3,12,0,Public
Company 1790,1,521062.5,56,1,1,1,521062.5,,1,1,0,Public
Company 1791,2.5,71440.03,37.5,2.2,8,3,142880.06,132,5,5,0,Partnership
Company 1792,1,28863,,1,1,1,28863,,1,,,Public
Company 1793,1,2520,4,1,1,1,2520,,1,1,0,Private
Company 1794,1,9450,,1,1,1,9450,,1,1,,Partnership
Company 1795,1.5,12160,,1,2,3,24320,437,3,3,,Public
Company 1796,1,191100,,1,1,1,191100,,1,1,,Private
Company 1797,2,359100,19.5,1,1,2,359100,9,2,1,0,Private
Company 1798,1,6936,,2,2,1,6936,,1,1,,Private
Company 1799,1,72750,3,1,1,1,72750,,1,2,0,Public
Company 1800,1,7662.95,45,8,1,1,7662.95,,1,1,0,Private
Company 1801,3.75,255613,5.333333333,6.266666667,23,6,1022452,159.4285714,15,26,64900,Partnership
Company 1802,2.5,156582.195,18,1.4,4,3,313164.39,248,5,7,0,Public
Company 1803,1,71432.875,75,3.5,7,1,142865.75,377,2,3,0,Private
Company 1804,2,11555.85,38,3,6,1,11555.85,,2,2,0,Partnership
Company 1805,2.5,17959.48,31.41666667,2,10,3,35918.96,485.5,5,5,0,Public
Company 1806,1,122400,13.5,1,1,1,122400,,1,3,20920,Private
Company 1807,1,18046.575,43.75,1,2,2,36093.15,330,2,3,0,Partnership
Company 1808,1,5390,,1,1,1,5390,,1,1,,Public
Company 1809,1,4080,,1,1,1,4080,,1,1,,Private
Company 1810,2.5,4486501.24,77.77777778,5.6,23,2,8973002.48,58,5,8,0,Partnership
Company 1811,2,161682.2,100,3,5,1,161682.2,,2,2,0,Public
Company 1812,1,46200,100,1,1,1,46200,,1,1,0,Private
Company 1813,2,332216.64,59,1,2,1,332216.64,,2,2,0,Partnership
Company 1814,2,61470,65,1.25,4,4,122940,94,4,5,300,Public
Company 1815,2,537404.64,156.6666667,4.166666667,20,4,1612213.92,218,6,9,0,Private
Company 1816,1,31920,,1,1,1,31920,,1,1,,Partnership
Company 1817,1,12979.5,11,1.5,3,2,25959,1009,2,2,0,Public
Company 1818,1,4157.315,,5,1,2,8314.63,377,2,2,,Private
Company 1819,1,6039.35,31,1.5,1,1,12078.7,379,2,2,0,Partnership
Company 1820,1,37695,,1,1,1,37695,,1,1,,Public
Company 1821,1,34722.225,58,2.5,5,1,69444.45,1116,2,2,0,Private
Company 1822,4,1078815.443,122.9473684,3.333333333,40,7,3236446.33,79.1,12,19,926788,Partnership
Company 1823,1,20000.06,42,1,1,1,20000.06,,1,1,0,Public
Company 1824,1,262775.36,131,2,2,1,262775.36,,1,1,0,Private
Company 1825,2,83474.74,171,1,2,2,83474.74,144,2,2,0,Partnership
Company 1826,1,77150.04,110,1,1,1,77150.04,,1,1,0,Public
Company 1827,1,20120.7,,1,1,1,20120.7,,1,1,,Private
Company 1828,1,20265,,1,2,2,40530,396,2,3,,Partnership
Company 1829,2,113763,1,1,3,3,227526,321,4,9,0,Public
Company 1830,2,42371.21,,1.5,3,1,42371.21,,2,2,,Private
Company 1831,1,5040,,1,1,1,5040,,1,1,,Partnership
Company 1832,1,75552.5,,2,2,1,75552.5,,1,,,Public
Company 1833,11.2,1885081.404,22.79069767,1.053571429,6,12,9425407.02,29.29166667,56,60,3544911.42,Private
Company 1834,1,33760,126,1,1,1,33760,,1,1,32000,Partnership
Company 1835,2,97248.38,,1,2,1,97248.38,,2,4,,Public
Company 1836,2.5,18979.73,9,1.4,3,4,37959.46,172.75,5,5,0,Private
Company 1837,1,10892.01,,1,1,1,10892.01,,1,1,,Partnership
Company 1838,3,127581.6,219.5,1.444444444,3,9,382744.8,87.75,9,8,137668,Private
Company 1839,1.5,46959.225,5,1.333333333,3,3,93918.45,221,3,4,0,Partnership
Company 1840,1,58490,,1,1,1,58490,,1,1,,Private
Company 1841,1.5,61417.5,,1,3,2,122835,260,3,3,,Partnership
Company 1842,1,16642.5,,3,3,1,16642.5,,1,1,,Private
Company 1843,1.5,13335,3.333333333,1,1,3,26670,231.5,3,3,0,Partnership
Company 1844,1,11679,,1,1,1,11679,,1,1,,Private
Company 1845,2,8233.74,,2,4,1,8233.74,,2,2,,Partnership
Company 1846,1,21472.5,,1,1,1,21472.5,,1,1,,Private
Company 1847,1,67840,3,1,1,1,67840,,1,1,50000,Partnership
Company 1848,3,155518.8,21.5,1.333333333,3,4,466556.4,71,9,10,235875,Private
Company 1849,1,174825,,1,1,1,174825,,1,1,,Partnership
Company 1850,1,5030,,1,1,1,5030,,1,1,,Private
Company 1851,2.8,15065.5,,1,2,8,75327.5,105.1666667,14,18,,Partnership
Company 1852,1.666666667,236363.3333,3,1,3,5,709090,281.5,5,7,0,Private
Company 1853,4,0,,1,1,3,0,45,4,4,,Partnership
Company 1854,1,86383.5,4,1,1,1,86383.5,,1,1,0,Private
Company 1855,1,16048,3,1,1,3,48144,448,3,4,0,Partnership
Company 1856,1,4410,,1,1,1,4410,,1,1,,Private
Company 1857,1,2311.805,1,3,1,2,4623.61,425,2,2,0,Partnership
Company 1858,1,5088,,1,1,1,5088,,1,1,,Private
Company 1859,1,2520,4,1,1,1,2520,,1,1,0,Private
Company 1860,1,3412.5,,1,1,1,3412.5,,1,1,,Private
Company 1861,1,12600,,2,2,1,12600,,1,1,,Private
Company 1862,1,4620,2,1,1,1,4620,,1,4,0,Private
Company 1863,5,34243.75,1,1,3,11,136975,67.83333333,20,20,0,Private
Company 1864,1,36914.255,28.66666667,1.5,3,2,73828.51,821,2,2,0,Private
Company 1865,1,51573.24,,1,1,1,51573.24,,1,1,,Private
